"X","gvkey","ticker","compname","year","sic4","salesmillions","employees","breach","breach_this_year","breachtype_this_year","bad_breach","internal_breach","rand_breach","breach_sum","bad_breach_sum","industry","industry_breach_sum","industry_bad_breach_sum","industry_translate","ag_frst_fsh","mining","construction","manuf","trn_comm_elc_gas","wholesale","retail","finance_insurance","services","mean_hits","max_hits","volume","price.open","price.high","price.low","price.close","price.adjusted","ret.adjusted.prices","ret.closing.prices","volume_pct","price.open_pct","price.high_pct","price.low_pct","price.close_pct","price.adjusted_pct","ret.adjusted.prices_pct","ret.closing.prices_pct","salesmillions_pct","employees_pct","mean_hits_pct","max_hits_pct"
1132,99990022,"LFG","LandAmerica Financial Group, Inc.",2006,6361,482.64999,3.5,0,1,"Hack",1,0,0,1,1,9,11,2,"#N/A",0,0,0,0,0,0,0,1,0,7.528301887,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.747641509,1.444444444
1133,99990022,"LFG","LandAmerica Financial Group, Inc.",2007,6361,482.64999,3.5,0,0,"",0,0,0,1,1,9,6,2,"#N/A",0,0,0,0,0,0,0,1,0,25.46153846,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3.382109119,3
1134,99990022,"LFG","LandAmerica Financial Group, Inc.",2008,6361,482.64999,3.5,0,0,"",0,0,0,1,1,9,6,0,"#N/A",0,0,0,0,0,0,0,1,0,45.71153846,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.795317221,1.794871795
1135,99990022,"LFG","LandAmerica Financial Group, Inc.",2009,6361,482.64999,3.5,0,0,"",0,0,0,1,1,9,9,4,"#N/A",0,0,0,0,0,0,0,1,0,67.28846154,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.472023559,1.428571429
1136,155394,"LKQX","LKQ CORP",2005,5010,482.64999,3.5,0,0,"",0,0,0,0,0,7,0,0,"#N/A",0,0,0,0,0,1,0,0,0,0.192307692,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,155394,"LKQX","LKQ CORP",2006,5010,674.26001,4.0999999,0,0,"",0,0,0,0,0,7,1,1,"#N/A",0,0,0,0,0,1,0,0,0,0.226415094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.396995802,1.171428543,1.177358491,0.333333333
1138,155394,"LKQX","LKQ CORP",2007,5010,936.03003,9.1000004,0,0,"",0,0,0,0,0,7,1,0,"#N/A",0,0,0,0,0,1,0,0,0,0.35483871,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38823305,2.219512347,1.567204301,1
1139,155394,"LKQX","LKQ CORP",2008,5010,1549.48,9.6000004,0,0,"",0,0,0,0,0,7,0,0,"#N/A",0,0,0,0,0,1,0,0,0,0.590909091,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.655374241,1.054945053,1.665289256,1
1140,155394,"LKQX","LKQ CORP",2009,5010,1644.08,10,0,0,"",0,0,0,0,0,7,0,0,"#N/A",0,0,0,0,0,1,0,0,0,0.214285714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06105274,1.041666623,0.362637363,1
1141,6774,"LMT","Lockheed Martin Corporation",2005,3760,32811.461,135,0,1,"Hack",1,0,0,1,1,5,5,1,"#N/A",0,0,0,1,0,0,0,0,0,15.19230769,21,527008600,55.400002,65.400002,53.290001,54.209999,35.612286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,6774,"LMT","Lockheed Martin Corporation",2006,3760,33842.078,140,0,0,"",0,0,0,1,1,5,8,0,"#N/A",0,0,0,1,0,0,0,0,0,18.52830189,26,502389400,63.299999,92.949997,63.549999,63.549999,42.46563,0.192443248,0.172292938,0.953285013,1.142599219,1.421253733,1.192531391,1.172292938,1.192443248,NA,NA,1.031410275,1.037037037,1.219584428,1.238095238
1143,6774,"LMT","Lockheed Martin Corporation",2007,3760,34773.93,140,0,0,"",0,0,0,1,1,5,7,2,"#N/A",0,0,0,1,0,0,0,0,0,18.90384615,25,546526300,91.599998,112.25,91.360001,91.93,62.402882,0.469491492,0.446577521,1.087853963,1.4470774,1.207638554,1.437608221,1.446577521,1.469491492,"2.439636081","2.591966483",1.027535307,1,1.020268682,0.961538462
1144,6774,"LMT","Lockheed Martin Corporation",2008,3760,34176.859,146,0,0,"",0,0,0,1,1,5,8,1,"#N/A",0,0,0,1,0,0,0,0,0,21.26923077,30,677618000,105.769997,119.589996,67.970001,105.349998,72.544022,0.162510764,0.145980616,1.23986348,1.154694316,1.065389719,0.743979863,1.145980616,1.162510764,"0.346142084","0.326887514",0.982829925,1.042857143,1.125127162,1.2
1145,6774,"LMT","Lockheed Martin Corporation",2009,3760,36277.602,140,0,0,"",0,0,0,1,1,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,22.07692308,26,850748200,84.339996,86.169998,58.18,85.550003,60.061848,-0.17206344,-0.187944902,1.255498231,0.797390549,0.720545203,0.855965855,0.812055098,0.82793656,"-1.05878181","-1.287464782",1.061466825,0.95890411,1.037974684,0.866666667
1146,28765,"LNY","LANDRYS RESTAURANTS INC",2005,5812,1106.39,31.245001,0,0,"",0,0,0,0,0,8,1,1,"#N/A",0,0,0,0,0,0,1,0,0,0.557692308,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,28765,"LNY","LANDRYS RESTAURANTS INC",2006,5812,968.88,20.055,0,0,"",0,0,0,0,0,8,3,1,"#N/A",0,0,0,0,0,0,1,0,0,0.849056604,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875712904,0.641862677,1.522446324,1
1148,28765,"LNY","LANDRYS RESTAURANTS INC",2007,5812,973.48999,27.246,0,0,"",0,0,0,0,0,8,5,0,"#N/A",0,0,0,0,0,0,1,0,0,0.966666667,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.004758061,1.358563949,1.138518519,1
1149,28765,"LNY","LANDRYS RESTAURANTS INC",2008,5812,914.90002,19.737,0,0,"",0,0,0,0,0,8,3,1,"#N/A",0,0,0,0,0,0,1,0,0,0.953488372,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939814512,0.724399912,0.986367281,0.5
1150,28765,"LNY","LANDRYS RESTAURANTS INC",2009,5812,850.98999,19.85,0,0,"",0,0,0,0,0,8,0,0,"#N/A",0,0,0,0,0,0,1,0,0,0.966666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93014534,1.005725288,1.013821138,1
1151,102696,"LOGI","LOGITECH INTERNATIONAL SA",2005,3577,1584.2,7.2080002,0,0,"",0,0,0,0,0,5,5,1,"#N/A",0,0,0,1,0,0,0,0,0,1,1,77135600,15.165,24.24,13.615,15.0625,11.395761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152,102696,"LOGI","LOGITECH INTERNATIONAL SA",2006,3577,1765.1899,7.4310002,0,0,"",0,0,0,0,0,5,8,0,"#N/A",0,0,0,1,0,0,0,0,0,1,1,120838300,24.285,30.559999,17.17,24.465,18.509369,0.624232818,0.624232365,1.566569781,1.601384768,1.260726031,1.261109071,1.624232365,1.624232818,NA,NA,1.114246875,1.030937846,1,1
1153,102696,"LOGI","LOGITECH INTERNATIONAL SA",2007,3577,1969.12,9.3929996,0,0,"",0,0,0,0,0,5,7,2,"#N/A",0,0,0,1,0,0,0,0,0,1,1,232587900,29.5,37.07,25.360001,28.83,21.811771,0.17841786,0.178418148,1.924786264,1.21474161,1.2130236,1.476994817,1.178418148,1.17841786,"0.285819416","0.285820086",1.115528703,1.26402898,1,1
1154,102696,"LOGI","LOGITECH INTERNATIONAL SA",2008,3577,1766.66,6.348,0,0,"",0,0,0,0,0,5,8,1,"#N/A",0,0,0,1,0,0,0,0,0,1,1,305015200,36.5,36.200001,11.17,36.169998,27.364962,0.254596062,0.254595838,1.31139754,1.237288136,0.976530914,0.440457396,1.254595838,1.254596062,"1.426965117","1.426961551",0.897182498,0.67582245,1,1
1155,102696,"LOGI","LOGITECH INTERNATIONAL SA",2009,3577,1578.9,9.9440002,0,0,"",0,0,0,0,0,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,1,1,277728800,15.27,19.15,7.64,16.07,12.158,-0.555709231,-0.555709127,0.910540852,0.418356164,0.52900551,0.683974933,0.444290873,0.444290769,"-2.182709454","-2.182710966",0.893720354,1.566477662,1,1
1156,6829,"LOW","LOWE'S COMPANIES INC",2005,5211,38128.23,185,0,0,"",0,0,0,0,0,8,1,1,"#N/A",0,0,0,0,0,0,1,0,0,86.5,100,1808127600,28.99,34.705002,25.75,28.98,23.158852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,6829,"LOW","LOWE'S COMPANIES INC",2006,5211,40083.48,210,0,0,"",0,0,0,0,0,8,3,1,"#N/A",0,0,0,0,0,0,1,0,0,81.18867925,89,2077696900,33.305,34.650002,26.370001,33.535,26.979834,0.16499013,0.157177364,1.149087542,1.148844429,0.998415214,1.024077709,1.157177364,1.16499013,NA,NA,1.051280901,1.135135135,0.938597448,0.89
1158,6829,"LOW","LOWE'S COMPANIES INC",2007,5211,40107.73,216,0,0,"",0,0,0,0,0,8,5,0,"#N/A",0,0,0,0,0,0,1,0,0,77.55769231,84,2437022400,31.209999,34.93,21.84,32.040001,25.962076,-0.037722916,-0.044580259,1.172944138,0.937096502,1.00808075,0.828213848,0.955419741,0.962277084,"-0.228637408","-0.283630278",1.000604987,1.028571429,0.955277177,0.943820225
1159,6829,"LOW","LOWE'S COMPANIES INC",2008,5211,38575.039,229,0,0,"",0,0,0,0,0,8,3,1,"#N/A",0,0,0,0,0,0,1,0,0,82.92307692,92,3891666200,22.780001,27.360001,16.82,22.18,18.128439,-0.301733844,-0.307740346,1.596893898,0.72989432,0.783280876,0.77014652,0.692259654,0.698266156,"7.998688327","6.903063152",0.961785646,1.060185185,1.069179271,1.095238095
1160,6829,"LOW","LOWE'S COMPANIES INC",2009,5211,37908.078,239,0,0,"",0,0,0,0,0,8,0,0,"#N/A",0,0,0,0,0,0,1,0,0,80.73076923,88,3911336100,21.5,24.17,13.39,22.639999,18.808044,0.037488335,0.02073936,1.005054365,0.943810319,0.8834064,0.7960761,1.02073936,1.037488335,"-0.124243057","-0.067392398",0.982710037,1.043668122,0.973562152,0.956521739
1161,6821,"LPX","LOUISIANA-PACIFIC CORP",2005,2400,2291.5,5.5999999,0,0,"",0,0,0,0,0,5,5,1,"#N/A",0,0,0,1,0,0,0,0,0,0,0,309625500,26.74,28.549999,22.860001,26.17,23.034252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,6821,"LPX","LOUISIANA-PACIFIC CORP",2006,2400,1909.15,5.5999999,0,0,"",0,0,0,0,0,5,8,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,352027600,27.6,29.450001,18.26,27.610001,24.76539,0.075154948,0.055024876,1.136946408,1.032161556,1.031523714,0.798775118,1.055024876,1.075154948,NA,NA,0.833144229,1,NA,NA
1163,6821,"LPX","LOUISIANA-PACIFIC CORP",2007,2400,1416.23,5.0999999,0,0,"",0,0,0,0,0,5,7,2,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,349339200,21.75,23.33,13.51,21.92,20.185112,-0.184946734,-0.206084781,0.992363099,0.788043478,0.792190126,0.739868565,0.793915219,0.815053266,"-2.460872374","-3.745302059",0.741811801,0.910714284,NA,NA
1164,6821,"LPX","LOUISIANA-PACIFIC CORP",2008,2400,1100.7,4.6999998,0,0,"",0,0,0,0,0,5,8,1,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,529852700,13.6,15.53,1.41,13.13,12.487738,-0.381339177,-0.40100365,1.51672844,0.625287356,0.665666524,0.104367135,0.59899635,0.618660823,"2.061886515","1.945818844",0.777204268,0.921568606,NA,NA
1165,6821,"LPX","LOUISIANA-PACIFIC CORP",2009,2400,846.71002,4,0,0,"",0,0,0,0,0,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,540767300,1.57,7.77,1.19,1.63,1.59087,-0.872605431,-0.875856816,1.02059931,0.115441176,0.500321958,0.843971631,0.124143184,0.127394569,"2.288265889","2.184161708",0.769246861,0.851063866,NA,NA
1166,6565,"LRCX","Lam Research Corporation",2005,3559,1324.74,2.2,0,0,"",0,0,0,0,0,5,5,1,"#N/A",0,0,0,1,0,0,0,0,0,0,0,689634200,28.700001,39.150002,25.540001,27.790001,25.743738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,6565,"LRCX","Lam Research Corporation",2006,3559,1402.6899,2.4300001,0,0,"",0,0,0,0,0,5,8,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,825170000,36.09,56.599998,36.689999,36.689999,33.988403,0.320259047,0.320259003,1.196532887,1.257491245,1.445721459,1.436569991,1.320259003,1.320259047,NA,NA,1.058841659,1.1045455,NA,NA
1168,6565,"LRCX","Lam Research Corporation",2007,3559,2132,3.8,0,0,"",0,0,0,0,0,5,7,2,"#N/A",0,0,0,1,0,0,0,0,0,0,0,758823200,50.950001,59.98,42.91,49.459999,45.818108,0.348051216,0.34805125,0.919596204,1.411748434,1.059717352,1.169528514,1.34805125,1.348051216,"1.086780278","1.086780534",1.519936801,1.563785944,NA,NA
1169,6565,"LRCX","Lam Research Corporation",2008,3559,1979.47,3.8,0,0,"",0,0,0,0,0,5,8,1,"#N/A",0,0,0,1,0,0,0,0,0,0,0,857929600,42.959999,44.040001,15,42.630001,39.491028,-0.138091254,-0.138091349,1.13060539,0.843179552,0.734244765,0.349568865,0.861908651,0.861908746,"-0.396755557","-0.396755792",0.928456848,1,NA,NA
1170,6565,"LRCX","Lam Research Corporation",2009,3559,895.88,2.711,1,0,"",0,0,0,0,0,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,742221600,21.469999,39.48,18.42,22.040001,20.417131,-0.482993175,-0.482993186,0.865131125,0.499767214,0.896457745,1.228,0.517006814,0.517006825,"3.497637687","3.497635357",0.452585793,0.713421053,NA,NA
1171,16597,"LSCC","LATTICE SEMICONDUCTOR CORP",2005,3674,186.10001,0.90899998,0,0,"",0,0,0,0,0,5,5,1,"#N/A",0,0,0,1,0,0,0,0,0,0,0,148946500,5.75,5.48,4.04,5.48,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,16597,"LSCC","LATTICE SEMICONDUCTOR CORP",2006,3674,209.66,0.95999998,0,0,"",0,0,0,0,0,5,8,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,290204800,4.35,7.5,4.45,4.47,4.47,-0.184306569,-0.184306569,1.948382809,0.756521739,1.368613139,1.101485149,0.815693431,0.815693431,NA,NA,1.126598542,1.056105612,NA,NA
1173,16597,"LSCC","LATTICE SEMICONDUCTOR CORP",2007,3674,189.98,0.88300002,0,0,"",0,0,0,0,0,5,7,2,"#N/A",0,0,0,1,0,0,0,0,0,0,0,409937600,6.56,6.62,3.17,6.54,6.54,0.463087248,0.463087248,1.412580357,1.508045977,0.882666667,0.712359551,1.463087248,1.463087248,"-2.512592199","-2.512592199",0.90613374,0.919791707,NA,NA
1174,16597,"LSCC","LATTICE SEMICONDUCTOR CORP",2008,3674,177.77,0.75300002,0,0,"",0,0,0,0,0,5,8,1,"#N/A",0,0,0,1,0,0,0,0,0,0,0,331948300,3.23,3.91,1.22,3.11,3.11,-0.524464832,-0.524464832,0.80975324,0.492378049,0.590634441,0.384858044,0.475535168,0.475535168,"-1.132539999","-1.132539999",0.935730077,0.852774635,NA,NA
1175,16597,"LSCC","LATTICE SEMICONDUCTOR CORP",2009,3674,156.08,0.708,0,0,"",0,0,0,0,0,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,NA,NA,202773000,1.51,2.87,1.1,1.49,1.49,-0.520900322,-0.520900322,0.610857173,0.46749226,0.734015345,0.901639344,0.479099678,0.479099678,"0.993203529","0.993203529",0.877988412,0.940239019,NA,NA
1176,62599,"LU","Lucent Technologies, Inc.",2005,7373,8324.3203,30.5,0,0,"",0,0,0,0,0,10,2,1,"#N/A",0,0,0,0,0,0,0,0,1,4.538461538,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,62599,"LU","Lucent Technologies, Inc.",2006,7373,7513.25,29.799999,1,0,"",0,0,0,0,0,10,6,1,"#N/A",0,0,0,0,0,0,0,0,1,4.811320755,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902566183,0.977049148,1.060121522,1.2
1178,62599,"LU","Lucent Technologies, Inc.",2007,7373,4603.8999,13.6,0,1,"Lost Media",0,0,1,1,0,10,12,3,"#N/A",0,0,0,0,0,0,0,0,1,4.942307692,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612770758,0.456375854,1.027224736,0.833333333
1179,62599,"LU","Lucent Technologies, Inc.",2008,7373,4603.8999,13.6,0,0,"",0,0,0,1,0,10,2,0,"#N/A",0,0,0,0,0,0,0,0,1,5.115384615,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.035019455,1.2
1180,62599,"LU","Lucent Technologies, Inc.",2009,7373,4603.8999,13.6,0,0,"",0,0,0,1,0,10,4,2,"#N/A",0,0,0,0,0,0,0,0,1,6.442307692,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.259398496,1.333333333
1181,61552,"LXK","Lexmark International, Inc.",2005,3577,4603.8999,13.6,0,0,"",0,0,0,0,0,5,5,1,"#N/A",0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,61552,"LXK","Lexmark International, Inc.",2006,3577,4363.1699,14.9,0,0,"",0,0,0,0,0,5,8,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947711722,1.095588235,NA,NA
1183,61552,"LXK","Lexmark International, Inc.",2007,3577,4131.7202,13.8,1,0,"",0,0,0,0,0,5,7,2,"#N/A",0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946953773,0.926174497,NA,NA
1184,61552,"LXK","Lexmark International, Inc.",2008,3577,3621.8799,14,0,1,"Web",1,0,0,1,1,5,9,2,"#N/A",0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876603382,1.014492754,NA,NA
1185,61552,"LXK","Lexmark International, Inc.",2009,3577,3114.77,11.9,0,0,"",0,0,0,1,1,5,0,0,"#N/A",0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859987102,0.85,NA,NA
1186,160225,"MA","MasterCard Incorporated",2005,6099,2590.1699,4.3000002,0,0,"",0,0,0,0,0,9,3,0,"#N/A",0,0,0,0,0,0,0,1,0,63.42307692,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,160225,"MA","MasterCard Incorporated",2006,6099,2841.02,4.5999999,0,0,"",0,0,0,0,0,9,11,2,"#N/A",0,0,0,0,0,0,0,1,0,68.90566038,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096846967,1.069767369,1.086444615,1.085714286
1188,160225,"MA","MasterCard Incorporated",2007,6099,3378.8701,5,0,0,"",0,0,0,0,0,9,6,2,"#N/A",0,0,0,0,0,0,0,1,0,75.01923077,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.189315844,1.086956545,1.088723776,1.131578947
1189,160225,"MA","MasterCard Incorporated",2008,6099,3992.3501,5.5,0,0,"",0,0,0,0,0,9,6,0,"#N/A",0,0,0,0,0,0,0,1,0,86.17307692,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.181563653,1.1,1.148679826,1.11627907
1190,160225,"MA","MasterCard Incorporated",2009,6099,4093.21,5.0999999,1,0,"",0,0,0,0,0,9,9,4,"#N/A",0,0,0,0,0,0,0,1,0,92.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02526329,0.927272709,1.073421111,1.041666667
1191,28930,"MAR","Marriott International, Inc.",2005,7011,10183.87,143,0,1,"LostTape",0,0,1,1,0,10,3,1,"#N/A",0,0,0,0,0,0,0,0,1,29.48076923,35,674117400,29.243595,32.869915,27.080856,29.150375,24.71064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,28930,"MAR","Marriott International, Inc.",2006,7011,10386.67,150.60001,0,0,"",0,0,0,1,0,10,6,1,"#N/A",0,0,0,0,0,0,0,0,1,28.67924528,34,580438400,31.285149,44.839558,30.786413,31.46693,27.021378,0.093511864,0.079469132,0.861034591,1.069812005,1.36415193,1.136833082,1.079469132,1.093511864,NA,NA,1.019913844,1.053146923,0.972811973,0.971428571
1193,28930,"MAR","Marriott International, Inc.",2007,7011,10790.54,151,0,0,"",0,0,0,1,0,10,12,3,"#N/A",0,0,0,0,0,0,0,0,1,28.28846154,34,776432400,44.466675,48.354012,29.355461,44.131077,38.212864,0.41417155,0.402458931,1.337665461,1.421334928,1.078378426,0.953520015,1.402458931,1.41417155,"4.42908026","5.06434285",1.038883492,1.002655976,0.986373988,1
1194,28930,"MAR","Marriott International, Inc.",2008,7011,10340,146,0,0,"",0,0,0,1,0,10,2,0,"#N/A",0,0,0,0,0,0,0,0,1,28.78846154,34,1157956300,31.788544,34.790276,11.64337,30.791073,26.849392,-0.297372947,-0.302281406,1.491380705,0.714884664,0.719490991,0.396633867,0.697718594,0.702627053,"-0.717994627","-0.751086342",0.958246761,0.966887417,1.017675051,1
1195,28930,"MAR","Marriott International, Inc.",2009,7011,8776.1797,137,0,0,"",0,0,0,1,0,10,4,2,"#N/A",0,0,0,0,0,0,0,0,1,29.88461538,35,1450732900,18.196844,26.446749,11.77388,18.700241,16.554935,-0.383414902,-0.392673292,1.252839075,0.572434019,0.760176464,1.011208954,0.607326708,0.616585098,"1.289340221","1.299032241",0.848760126,0.938356164,1.038076152,1.029411765
1196,137433,"MBT","MOBILE TELESYSTEMS OJSC",2005,4812,4418.3198,27.667999,0,0,"",0,0,0,0,0,6,0,0,"#N/A",0,0,0,0,1,0,0,0,0,1.019230769,2,886558200,13.928,16.476,12.46,13.864,4.518725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,137433,"MBT","MOBILE TELESYSTEMS OJSC",2006,4812,5453.2202,24.125,0,0,"",0,0,0,0,0,6,8,1,"#N/A",0,0,0,0,1,0,0,0,0,1,1,946972700,14.04,20.191999,10.488,14.548,4.958542,0.097332101,0.049336411,1.06814499,1.008041356,1.225540119,0.841733547,1.049336411,1.097332101,NA,NA,1.234229401,0.871945962,0.981132075,0.5
1198,137433,"MBT","MOBILE TELESYSTEMS OJSC",2007,4812,6855.0898,24.693001,0,0,"",0,0,0,0,0,6,1,0,"#N/A",0,0,0,0,1,0,0,0,0,1,1,1030244600,20.719999,40.848,18.323999,20.384001,7.468203,0.506128818,0.401154867,1.087934848,1.475783405,2.022979498,1.747139493,1.401154867,1.506128818,"5.200019421","8.131010338",1.257071886,1.023544083,1,1
1199,137433,"MBT","MOBILE TELESYSTEMS OJSC",2008,4812,8194.3301,26.343,0,0,"",0,0,0,0,0,6,2,0,"#N/A",0,0,0,0,1,0,0,0,0,1.057692308,2,1383727400,41.183998,40.759998,8.668,40.028,15.723063,1.105334175,0.963696921,1.343105705,1.987644787,0.997845623,0.473040847,1.963696921,2.105334175,"2.183898913","2.402306443",1.19536437,1.066820513,1.057692308,2
1200,137433,"MBT","MOBILE TELESYSTEMS OJSC",2009,4812,7886.3101,39.910999,0,0,"",0,0,0,0,0,6,3,0,"#N/A",0,0,0,0,1,0,0,0,0,1.115384615,2,1127543200,11.056,21.816,7.44,12.108,5.139798,-0.673104534,-0.697511742,0.814859343,0.268453781,0.535230645,0.858329488,0.302488258,0.326895466,"-0.608960213","-0.723787455",0.962410594,1.515051399,1.054545455,1
1201,7154,"MCD","McDonald's Corporation",2005,5812,18040.18,447,0,0,"",0,0,0,0,0,8,1,1,"#N/A",0,0,0,0,0,0,1,0,0,23.90384615,30,1571965200,31.6,35.5,27.700001,31.82,20.852089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,7154,"MCD","McDonald's Corporation",2006,5812,18438.381,465,0,0,"",0,0,0,0,0,8,3,1,"#N/A",0,0,0,0,0,0,1,0,0,31.43396226,72,1827609300,34.290001,44.360001,31.940001,33.52,22.41674,0.075035695,0.053425519,1.162627073,1.085126614,1.249577493,1.153068587,1.053425519,1.075035695,NA,NA,1.022073006,1.040268456,1.315016925,2.4
1203,7154,"MCD","McDonald's Corporation",2007,5812,18928.381,390,0,0,"",0,0,0,0,0,8,5,0,"#N/A",0,0,0,0,0,0,1,0,0,30.71153846,67,1923030000,43.650002,63.130001,42.91,43.869999,30.05447,0.340715465,0.308770853,1.052210667,1.2729659,1.423128935,1.343456439,1.308770853,1.340715465,"4.540711767","5.779463853",1.026575001,0.838709677,0.97701773,0.930555556
1204,7154,"MCD","McDonald's Corporation",2008,5812,18813.551,400,0,0,"",0,0,0,0,0,8,3,1,"#N/A",0,0,0,0,0,0,1,0,0,31.80769231,46,2553713800,59.48,65.949997,50.75,58.099998,40.849876,0.359194689,0.324367434,1.327963578,1.36265744,1.044669665,1.182707993,1.324367434,1.359194689,"1.054236527","1.050511829",0.993933448,1.025641026,1.035691922,0.686567164
1205,7154,"MCD","McDonald's Corporation",2009,5812,18259.381,385,1,0,"",0,0,0,0,0,8,0,0,"#N/A",0,0,0,0,0,0,1,0,0,29.80769231,49,2399897500,62.380001,64.529999,50.860001,63.75,46.10384,0.1286164,0.097246165,0.939767604,1.048755901,0.978468566,1.002167507,1.097246165,1.1286164,"0.358068769","0.299802492",0.970544104,0.9625,0.937122128,1.065217391
1206,139665,"MCO","Moody's Corporation",2005,7320,1526.79,2.9000001,1,0,"",0,0,0,0,0,10,3,1,"#N/A",0,0,0,0,0,0,0,0,1,22.13461538,32,294127300,43.400002,62.299999,40.005001,42.445,35.490662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,139665,"MCO","Moody's Corporation",2006,7320,1740.02,3.4000001,0,1,"LostTape",0,0,1,1,0,10,7,1,"#N/A",0,0,0,0,0,0,0,0,1,20.05660377,28,376459600,61.669998,72.449997,50.299999,62.959999,52.881023,0.489998214,0.483331346,1.279920633,1.42096763,1.162921319,1.257342776,1.483331346,1.489998214,NA,NA,1.139659023,1.172413787,0.906119371,0.875
